service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
146754,1,1,1,1,1,1,1,20221201,20300331
146757,1,1,1,1,1,1,1,20221201,20300331
146758,1,1,1,1,1,0,0,20221201,20300331
146759,0,0,0,0,0,1,1,20221201,20300331
146765,1,1,1,1,1,0,0,20221201,20300331
146766,1,1,1,1,1,1,1,20221201,20300331
146777,1,1,1,1,1,0,0,20241028,20300331
146778,0,0,0,0,0,1,1,20241028,20300331
146792,1,1,1,1,1,0,0,20200401,20300331
146793,1,1,1,1,1,0,0,20200401,20300331
146797,1,1,1,1,1,1,1,20221201,20300331
150374,1,1,1,1,1,0,0,20200505,20300331
152076,1,0,1,1,1,0,0,20250915,20261105
156836,1,1,1,1,1,1,0,20200822,20300331
156837,1,1,1,1,1,1,1,20200822,20300331
157235,0,0,0,0,1,0,0,20200901,20300331
157336,1,1,1,1,1,1,1,20200901,20300331
157337,1,0,1,0,0,1,1,20200901,20300331
157338,0,1,0,1,0,0,0,20200901,20300331
158408,1,1,1,1,1,0,0,20250915,20261105
158409,1,1,1,1,1,1,1,20250915,20261105
158484,1,0,0,0,0,0,0,20250901,20260630
158485,1,1,1,1,1,1,1,20250901,20260630
159140,1,1,1,1,1,0,0,20250915,20261105
159141,1,1,1,1,1,0,0,20250915,20261105
159146,0,0,0,0,0,1,0,20250915,20261105
159151,0,0,0,0,0,0,1,20250915,20261105
159288,1,1,1,1,1,0,0,20201010,20300331
159342,0,0,0,0,0,1,1,20201010,20300331
159343,0,0,0,0,0,1,1,20201010,20300331
159969,1,1,1,1,1,0,0,20201015,20261105
159973,0,0,0,0,0,1,0,20201015,20261105
160000,1,1,1,1,1,1,0,20240909,20270831
160215,1,1,1,1,1,0,0,20201101,20300331
161843,1,1,1,1,1,1,1,20201201,20300331
161844,1,1,1,1,1,1,1,20201201,20300331
161852,1,1,1,1,1,1,1,20221201,20300331
162010,1,1,1,1,1,0,0,20201201,20261105
162757,1,1,1,1,1,0,0,20201204,20290930
162758,1,1,1,1,1,1,1,20201204,20290930
162759,1,1,1,1,1,1,1,20201204,20290930
162760,0,0,0,0,0,1,1,20201204,20290930
163437,0,0,1,0,0,0,0,20201213,20261105
163443,0,0,1,0,0,0,0,20201213,20261105
163506,1,1,1,1,1,1,1,20201212,20300331
163785,1,1,1,1,1,1,1,20201216,20290930
163787,1,1,1,1,1,1,1,20201216,20290930
163928,0,0,0,0,1,0,1,20201227,20251226
164004,1,1,1,1,1,0,0,20210111,20261105
164006,1,1,1,1,1,0,0,20210111,20261105
164026,0,0,1,0,1,0,0,20210111,20261105
164086,1,1,1,1,1,0,0,20210111,20261105
164088,1,1,1,1,1,0,0,20210111,20261105
164096,1,1,1,1,1,0,0,20210111,20261105
164298,1,1,1,1,1,1,1,20251231,20251231
165268,0,0,0,0,0,1,1,20211210,20261105
165269,0,0,0,0,0,1,1,20211210,20261105
165270,0,0,0,0,0,1,1,20211210,20261105
165271,0,0,0,0,0,1,1,20211210,20261105
165272,0,0,0,0,0,1,1,20211210,20261105
165915,1,1,1,1,1,1,1,20210305,20260304
166170,1,1,1,1,1,0,0,20210215,20261105
166556,1,1,1,1,1,0,0,20210308,20261105
166694,1,1,1,1,1,1,0,20230701,20280930
167459,1,1,1,1,1,0,0,20210322,20270831
167536,0,1,0,1,0,1,0,20210322,20270831
167543,0,0,0,0,0,0,1,20210322,20270831
168147,1,1,1,1,1,1,1,20210315,20290930
168174,1,1,1,1,1,1,1,20231025,20280930
168278,0,0,0,0,0,1,1,20231025,20280930
168420,1,1,0,0,0,0,0,20250201,20300930
169092,1,1,1,1,1,1,1,20230701,20280930
169272,1,1,1,1,1,1,0,20210628,20260403
169366,1,1,1,1,1,1,1,20230701,20280930
169367,0,0,1,0,0,0,0,20210402,20261105
169578,0,0,0,0,0,1,1,20210501,20261105
169580,0,0,0,0,0,1,0,20210501,20261105
169585,1,1,1,1,1,0,0,20210501,20261105
169588,0,0,0,0,0,1,0,20210501,20261105
169598,1,1,1,1,1,0,0,20210501,20261105
169816,1,1,1,1,1,0,0,20230701,20280930
169942,1,1,1,1,1,1,0,20230701,20280930
169950,1,1,1,1,1,1,0,20230701,20280930
170083,1,1,1,1,1,0,0,20250801,20261105
170084,1,1,1,1,1,0,0,20250201,20300930
170102,1,1,1,1,1,1,1,20230701,20280930
170118,0,0,0,0,0,1,0,20250801,20261105
170126,0,0,0,0,0,1,1,20250801,20261105
170129,0,0,0,0,0,1,0,20210501,20261105
170130,1,1,1,1,1,0,0,20210501,20261105
170477,1,1,1,1,1,1,1,20230701,20280930
170527,1,0,0,0,0,0,0,20250201,20300930
170549,1,1,1,1,1,1,1,20210423,20300331
170560,1,1,1,1,1,0,0,20210501,20261105
170599,1,1,1,1,1,0,0,20250915,20261105
170604,1,1,1,1,1,1,0,20250915,20261105
170609,0,0,0,0,0,1,1,20250915,20261105
170621,1,1,1,1,1,1,1,20250915,20261105
170991,1,1,1,1,1,1,0,20230701,20280930
171166,1,1,1,1,1,0,0,20250201,20300930
171168,1,1,1,1,1,1,1,20250201,20300930
171169,1,1,1,1,1,1,1,20250201,20300930
171174,1,1,1,1,1,0,0,20250201,20300930
171179,1,0,0,0,0,0,0,20250201,20300930
171213,0,0,1,0,0,0,0,20250201,20300930
171324,1,1,1,1,0,0,0,20250201,20300930
171417,1,1,1,1,1,0,0,20250201,20300930
171418,0,0,1,0,1,0,0,20250201,20300930
171895,1,1,1,1,1,0,0,20210501,20300331
171896,1,1,1,1,1,1,1,20210501,20300331
171897,1,1,1,1,1,1,1,20210501,20300331
171898,1,1,1,1,1,1,1,20210501,20300331
171905,1,1,1,1,1,1,1,20210501,20300331
171906,1,1,1,1,1,1,1,20210501,20300331
171907,1,1,1,1,1,1,1,20210501,20300331
171909,1,1,1,1,1,1,1,20210501,20300331
171923,0,0,0,0,0,1,1,20210501,20300331
171924,1,1,1,1,1,0,0,20210501,20300331
171925,1,1,1,1,1,1,1,20210501,20300331
171926,1,1,1,1,1,0,0,20210501,20300331
171986,1,1,1,1,1,0,0,20230701,20280930
171987,1,1,1,1,1,0,0,20230701,20280930
172042,1,1,1,1,1,0,0,20230701,20280930
172091,1,1,1,1,1,0,0,20230701,20280930
172216,0,0,0,0,1,0,0,20251101,20260228
172217,0,1,0,0,1,0,1,20251101,20260228
172218,0,1,0,0,0,0,0,20251101,20260228
172224,1,0,1,0,1,0,0,20230701,20280930
172305,1,1,1,1,1,0,0,20230701,20280930
172334,0,0,0,0,0,1,1,20230701,20280930
172674,1,1,1,1,1,1,0,20230701,20280930
172677,1,1,1,1,1,0,0,20230701,20280930
172694,0,0,0,0,0,1,1,20230701,20280930
172695,1,1,1,1,1,1,1,20230701,20280930
172697,1,1,1,1,1,0,0,20230701,20280930
172716,1,1,1,1,1,1,1,20230701,20280930
172717,1,1,1,1,1,0,0,20250201,20290630
172719,1,1,1,1,1,1,1,20230701,20280930
172735,1,1,1,1,1,1,0,20250201,20290630
172800,1,1,1,1,1,1,0,20250201,20290630
173017,1,1,1,1,1,1,0,20230701,20280930
173018,1,1,1,1,1,0,0,20230701,20280930
173019,1,1,1,1,1,0,0,20230701,20280930
173070,0,0,0,0,0,1,1,20230701,20280930
173071,0,0,0,0,0,1,1,20230701,20280930
173098,0,0,0,0,0,0,1,20230701,20280930
173127,1,1,1,1,1,0,0,20230701,20280930
173129,0,1,0,0,0,1,0,20250915,20261105
173199,0,0,0,0,1,0,1,20250915,20261105
173200,1,1,1,1,1,1,1,20250201,20290630
173292,1,1,1,1,1,1,0,20250915,20261105
173293,0,0,0,0,0,1,1,20250201,20290630
173350,1,1,1,1,1,0,0,20230701,20280930
173356,1,1,1,1,1,1,1,20250201,20290630
173357,1,1,1,1,1,1,1,20250201,20290630
173370,1,1,1,1,1,1,1,20250201,20290630
173465,1,1,1,1,1,1,1,20231025,20280930
173472,1,1,1,1,1,0,0,20250201,20290630
173497,1,1,1,1,1,0,0,20230701,20280930
173501,1,1,1,1,1,0,1,20230701,20280930
173973,1,1,1,1,1,1,0,20210628,20270831
174971,1,1,1,1,1,1,1,20210618,20280906
174973,1,1,1,1,1,1,1,20210618,20280906
178433,0,0,0,0,0,0,1,20240701,20261105
178434,0,0,0,0,0,0,1,20240701,20261105
178435,0,0,0,0,0,0,1,20240701,20261105
178446,0,0,0,0,0,0,1,20240701,20261105
178447,0,0,0,0,0,0,1,20240701,20261105
178448,0,0,0,0,0,0,1,20240701,20261105
178503,1,1,1,1,1,0,0,20210815,20260814
179141,1,1,1,1,1,0,0,20210822,20261105
179225,1,1,1,1,1,1,1,20210902,20261105
179229,1,1,1,1,1,0,0,20210902,20261105
179230,1,1,1,1,1,1,1,20210902,20261105
179231,0,0,0,0,0,1,1,20210902,20261105
179263,1,1,1,1,1,1,1,20210902,20261105
179312,0,0,0,0,0,1,1,20210901,20261105
179313,0,0,0,0,0,1,1,20210901,20261105
179314,0,0,0,0,0,1,1,20210901,20261105
179315,0,0,0,0,0,1,1,20210901,20261105
179316,0,0,0,0,0,1,1,20210901,20261105
179317,0,0,0,0,0,1,1,20210901,20261105
180715,1,1,1,1,1,0,0,20210913,20270831
180942,0,0,0,0,0,1,0,20210918,20270831
181031,1,1,1,1,1,0,0,20210913,20270831
181544,1,1,1,1,1,0,0,20210915,20261105
181607,1,1,1,1,1,0,0,20250901,20260609
181608,1,1,1,1,1,0,0,20250901,20260609
181698,1,1,1,1,1,1,1,20210921,20260920
181770,1,1,1,1,1,0,0,20200201,20261105
182188,1,1,1,1,1,0,0,20210927,20270831
182189,1,1,1,1,1,0,0,20210927,20270831
182272,1,1,1,1,1,0,0,20211001,20261105
182273,0,0,0,0,0,1,1,20211001,20261105
182691,1,1,1,1,1,1,0,20210925,20300331
182692,1,1,1,1,1,1,1,20210925,20300331
183001,1,1,1,1,1,1,1,20210929,20251226
183002,1,1,1,1,1,1,0,20210929,20251226
184122,1,1,1,1,1,1,1,20211021,20290930
184123,1,1,1,1,1,0,0,20211021,20290930
184214,0,0,0,0,1,0,1,20211021,20261020
184215,1,1,1,1,1,1,1,20211021,20261020
184856,0,0,0,0,1,0,1,20211117,20261116
184906,0,0,0,0,0,1,1,20211111,20300331
184909,1,1,1,1,1,0,0,20211111,20300331
184913,0,0,0,0,0,0,1,20211111,20300331
185249,1,1,1,1,1,0,0,20211115,20261105
185526,1,1,1,1,1,1,1,20220101,20261231
185527,1,1,1,1,1,1,0,20220101,20261231
185528,1,1,1,1,1,1,1,20220101,20261231
185547,1,1,1,1,1,1,0,20220101,20261231
185552,1,1,1,1,1,1,1,20220101,20261231
185555,1,1,1,1,1,1,1,20220101,20261231
185701,1,0,1,0,1,0,0,20230701,20280930
185705,0,1,0,1,0,0,0,20230701,20280930
185706,0,0,0,1,0,0,0,20250915,20261105
185721,1,1,1,1,1,1,1,20220101,20261231
185763,1,1,1,1,1,0,0,20211201,20261105
185889,1,1,1,1,1,0,0,20250915,20261105
185890,0,0,0,0,0,1,1,20250915,20261105
185920,1,0,1,0,1,0,0,20250915,20261105
185922,0,1,0,1,0,0,0,20250915,20261105
185930,0,0,0,0,0,1,1,20250915,20261105
186013,1,1,1,1,1,1,1,20211201,20300131
186048,0,0,0,0,0,1,0,20250915,20261105
186070,0,0,0,0,0,0,1,20250915,20261105
186074,0,0,0,0,0,1,0,20250915,20261105
186075,1,1,1,1,1,0,0,20250915,20261105
186082,1,1,1,1,1,0,0,20250915,20261105
186085,0,0,0,0,0,1,0,20250915,20261105
186086,0,0,0,0,0,0,1,20250915,20261105
186088,1,1,1,1,1,0,0,20250915,20261105
186307,1,1,1,1,1,0,0,20250915,20261105
186308,1,1,1,1,1,0,0,20250915,20261105
186429,0,0,0,0,0,1,0,20230301,20261105
186432,0,0,0,0,0,0,1,20250801,20261105
186433,1,1,1,1,1,0,0,20230301,20261105
186549,1,1,1,1,1,1,1,20220101,20261231
186569,1,1,1,1,1,1,1,20220101,20261231
186570,1,1,1,1,1,1,1,20220101,20261231
186575,0,0,0,0,0,1,1,20220526,20261105
186576,0,0,0,0,0,1,1,20220526,20261105
186577,0,0,0,0,0,1,1,20220526,20261105
186578,0,0,0,0,0,1,1,20220526,20261105
186579,0,0,0,0,0,1,1,20220526,20261105
186580,0,0,0,0,0,1,1,20220526,20261105
186581,0,0,0,0,0,1,1,20220526,20261105
186815,1,1,1,1,1,0,0,20250901,20260609
186823,0,0,0,0,0,0,1,20220330,20261231
186826,1,1,1,1,1,1,1,20220101,20261231
186828,1,1,1,1,1,1,1,20220101,20261231
187012,0,0,0,0,0,1,1,20211210,20261105
187013,0,0,0,0,0,1,1,20211210,20261105
187014,0,0,0,0,0,1,1,20211210,20261105
187015,0,0,0,0,0,1,1,20211210,20261105
187332,1,1,1,1,1,0,0,20211208,20261105
187357,1,1,1,1,1,0,0,20250801,20261105
187731,1,1,1,1,1,1,1,20210102,20300617
188865,1,1,0,1,1,0,0,20220110,20261105
188873,1,1,0,1,1,0,0,20220110,20261105
188892,1,1,1,1,1,0,0,20220110,20261105
189380,0,0,0,0,1,0,0,20220201,20261105
189381,1,0,0,0,0,0,0,20220201,20261105
189383,1,0,0,0,1,0,0,20220201,20261105
189384,0,0,0,0,1,0,0,20220201,20261105
189385,1,0,0,0,0,0,0,20220201,20261105
189395,1,1,1,1,1,0,0,20220201,20261105
189402,1,1,1,1,1,0,0,20220201,20261105
189405,1,1,1,1,1,0,0,20220201,20261105
189667,0,0,0,0,0,1,0,20250915,20261105
189668,0,0,0,0,0,0,1,20250915,20261105
189763,1,1,1,1,1,0,0,20250915,20261105
189770,0,1,0,0,0,0,0,20250915,20261105
189775,0,1,0,1,0,0,0,20250915,20261105
190122,1,1,1,1,0,0,0,20220301,20261105
190150,1,1,1,1,1,1,1,20220221,20260131
190280,1,1,1,1,1,0,0,20250901,20260612
190721,1,1,1,1,1,0,0,20250915,20261105
190816,0,0,0,0,0,1,0,20250915,20261105
191123,1,1,1,1,1,0,0,20250915,20261105
191132,1,1,1,1,1,0,0,20250915,20261105
191147,0,0,0,0,0,1,0,20250915,20261105
191156,0,0,0,0,0,1,1,20230301,20300331
191220,1,1,1,1,1,0,0,20220401,20300331
191221,0,0,0,0,0,1,1,20220401,20300331
191222,0,0,0,0,0,1,1,20220401,20300331
191232,0,0,0,0,0,1,0,20220401,20300331
191233,0,0,0,0,0,1,0,20220401,20300331
191235,1,0,1,0,1,0,0,20220401,20300331
191236,0,1,0,1,0,0,0,20220401,20300331
191237,0,0,0,0,0,1,0,20220401,20300331
191244,1,1,1,1,1,0,0,20250901,20260616
191245,1,1,1,1,1,0,0,20220401,20300331
191246,1,0,0,1,0,0,0,20250901,20260616
191247,0,0,0,0,0,1,1,20220401,20300331
191248,0,0,0,0,0,1,1,20220401,20300331
191249,0,0,0,0,0,1,1,20220401,20300331
191274,1,1,1,1,1,0,0,20250901,20260616
191280,0,1,0,1,0,0,0,20220401,20300331
191298,0,0,0,0,0,1,0,20220401,20300331
191316,1,1,1,1,1,0,0,20220401,20300331
191317,0,1,0,0,1,0,0,20220401,20300331
191410,1,1,1,1,1,0,0,20250915,20261105
191500,1,1,1,1,1,0,0,20250915,20261105
191501,0,0,0,0,0,1,1,20250915,20261105
191527,1,1,1,1,1,0,0,20250915,20261105
191528,1,1,1,1,1,0,0,20250915,20261105
191529,0,0,0,0,0,1,1,20250915,20261105
191530,0,0,0,0,0,1,1,20250915,20261105
191556,1,1,1,1,1,0,0,20250915,20261105
191749,1,1,1,1,1,1,1,20250915,20261105
191951,1,1,1,1,1,1,1,20250915,20261105
191954,0,0,0,0,0,0,1,20250915,20261105
192227,1,1,1,1,1,0,0,20250915,20261105
192228,1,1,1,1,1,0,0,20250915,20261105
192281,1,1,1,1,1,1,1,20220501,20270430
192446,1,1,1,1,1,0,0,20220411,20300331
192641,1,1,1,1,1,1,0,20220425,20270831
192860,1,1,1,1,1,1,0,20220509,20300712
192861,0,0,0,0,1,1,1,20220509,20260131
192862,0,0,0,0,1,1,1,20220509,20260131
192864,0,0,0,0,0,1,1,20220509,20270508
192902,1,1,1,1,1,0,0,20220501,20261105
192906,1,1,1,1,1,1,0,20220501,20261105
192907,1,1,1,1,1,1,0,20220501,20261105
192909,1,1,0,1,1,0,0,20220501,20261105
193525,0,0,0,0,0,1,0,20220509,20300712
194764,1,1,1,1,1,1,1,20220613,20270612
194991,1,1,1,1,1,1,1,20220601,20261105
194995,1,1,1,1,1,1,1,20220601,20261105
195006,0,0,0,0,0,1,1,20250801,20261105
195942,1,1,1,1,1,1,0,20220614,20261105
196063,1,1,1,1,1,1,1,20250518,20300518
196342,1,1,1,1,1,0,1,20220614,20261105
196343,1,1,1,1,1,0,0,20230615,20261105
196384,1,1,1,1,1,0,0,20220614,20261105
196385,0,0,0,0,0,0,1,20220614,20261105
196497,1,1,1,1,1,0,0,20220614,20261105
196519,1,1,1,1,1,1,1,20220627,20300913
196701,1,1,1,1,1,1,1,20210618,20251227
196939,0,0,0,0,0,1,0,20251103,20261105
196940,0,0,0,0,0,1,0,20251103,20261105
196941,0,0,0,0,0,1,0,20251103,20261105
196942,0,0,0,0,0,1,0,20251103,20261105
196969,1,1,1,1,1,1,1,20231211,20300331
196970,1,1,1,1,1,1,1,20231211,20300331
198040,1,1,1,1,1,1,1,20220730,20290930
198917,1,1,1,1,1,0,0,20250915,20261105
198918,0,0,0,0,0,1,0,20250915,20261105
199089,1,1,1,1,1,0,0,20250901,20261105
199322,1,0,1,0,1,0,0,20250915,20261105
199323,0,1,0,1,0,0,0,20250915,20261105
199324,0,0,0,0,0,1,0,20250915,20261105
199325,0,0,0,0,0,0,1,20250915,20261105
199340,1,1,1,1,1,0,0,20250915,20261105
199341,0,0,0,0,0,1,0,20250915,20261105
199356,0,0,0,1,0,0,0,20250915,20261105
199543,0,1,0,0,0,0,0,20250915,20261105
199656,0,0,0,0,0,0,1,20251103,20261105
199657,0,0,0,0,0,0,1,20251103,20261105
199658,0,0,0,0,0,0,1,20251103,20261105
199659,0,0,0,0,0,0,1,20251103,20261105
199679,1,1,1,1,1,0,0,20250915,20261105
199841,1,1,1,1,1,1,1,20220822,20270821
199979,1,1,1,1,1,1,1,20220822,20270830
200055,1,1,1,1,1,0,0,20250915,20261105
200056,0,0,0,0,0,1,1,20250915,20261105
200114,1,1,1,1,1,0,0,20220901,20261105
200115,1,1,1,1,1,1,0,20220901,20261105
200433,1,1,1,1,1,0,0,20220901,20261231
200731,1,1,1,1,1,1,1,20241201,20291201
201118,1,1,1,1,1,0,0,20220909,20261105
201130,0,0,0,0,0,1,1,20220909,20261105
201276,1,1,1,1,1,1,1,20220912,20260131
201833,1,1,1,1,1,1,0,20221003,20270831
201834,1,1,1,1,1,1,0,20221003,20270831
201906,0,0,0,0,0,0,1,20251001,20261105
201966,1,1,1,1,1,0,0,20221003,20270831
202213,1,0,1,1,1,0,0,20250915,20261105
202248,1,1,1,1,1,1,1,20250518,20300518
202528,0,0,0,0,1,0,0,20251001,20260331
202529,1,1,1,1,1,1,1,20251001,20260331
202530,1,1,1,1,0,1,1,20251001,20260331
202903,1,1,1,1,1,1,1,20221012,20300331
202975,1,1,1,1,1,0,0,20230101,20280630
203162,1,1,1,1,1,0,0,20230101,20280630
203339,1,1,1,1,1,0,0,20250915,20261105
203345,0,0,0,0,0,1,1,20250915,20261105
203346,0,1,0,0,0,0,0,20250915,20261105
203751,1,1,1,1,1,0,0,20230701,20280930
203755,1,1,1,1,1,0,0,20230701,20280930
203992,1,1,1,1,1,0,0,20221031,20261105
203995,1,1,1,1,1,1,1,20221031,20261105
203996,0,0,0,0,0,1,0,20221031,20261105
203997,0,0,0,0,0,0,1,20221031,20261105
203998,0,0,0,0,0,1,1,20221031,20261105
204001,1,1,1,1,1,0,0,20221031,20261105
204143,1,1,1,1,1,0,0,20221101,20261105
204167,0,0,0,0,1,0,1,20221101,20260210
204169,1,1,1,1,1,1,0,20221101,20260210
204173,1,1,1,1,1,1,0,20221101,20260210
204174,1,1,1,1,1,1,1,20221101,20260928
204606,1,1,1,1,1,0,0,20221114,20270831
204890,1,1,1,1,1,1,1,20221201,20300528
205569,0,0,0,0,0,0,1,20221120,20271119
205666,1,1,1,1,1,0,0,20250915,20261105
205667,1,1,1,1,1,0,0,20250915,20261105
205668,1,1,1,1,1,0,0,20250915,20261105
205674,0,0,0,0,0,1,0,20250915,20261105
205678,1,1,1,1,1,0,0,20250915,20261105
205679,0,0,0,0,0,1,0,20250915,20261105
205716,1,1,1,1,1,0,0,20231025,20280930
205718,1,1,1,1,1,0,0,20231025,20280930
205719,1,1,1,1,1,0,0,20231025,20280930
205720,1,1,1,1,1,0,0,20231025,20280930
205725,1,1,1,1,1,0,0,20231025,20280930
205726,1,1,1,1,1,0,0,20231025,20280930
205727,1,1,1,1,1,0,0,20231025,20280930
205834,0,0,0,0,0,1,1,20221128,20261105
